s;i(rlast);i(rshunt);ic(t1);ic(t2);time;v(uin);v(uout)
0,00100141740404069;0,0111865885555744;-0,000219713139813393;0,0165961813181639;0,00549213262274861;0,00100141740404069;0,0889401510357857;0,0746145471930504
0,00100170960649848;0,0139421233907342;-0,000197397646843456;0,0187323875725269;0,00488738110288978;0,00100170960649848;0,107208915054798;0,0929939597845078
0,00100229389499873;0,0194039829075336;-0,000152544642332941;0,0232089329510927;0,00393105717375874;0,00100229389499873;0,143631920218468;0,129424571990967
0,00100346258841455;0,0301082469522953;-6,4059866417665E-5;0,0326781161129475;0,00275484193116426;0,00100346258841455;0,215848296880722;0,20082201063633
0,00100473337806761;0,0414820164442062;3,17523772537243E-5;0,043262492865324;0,00202990276739001;0,00100473337806761;0,293040663003922;0,276685059070587
0,00100539356935769;0,04771688580513;8,59312640386634E-5;0,0491916351020336;0,00176173751242459;0,00100539356935769;0,332440346479416;0,318271636962891
0,00100617669522762;0,0549134910106659;0,000146771490108222;0,0560994111001492;0,00151430163532495;0,00100617669522762;0,378423810005188;0,366272985935211
0,00100661092437804;0,0586392804980278;0,000179634080268443;0,0596990957856178;0,00141116918530315;0,00100661092437804;0,403533518314362;0,39112401008606
0,00100709940306842;0,0629023835062981;0,000216049404116347;0,0638288035988808;0,00130351062398404;0,00100709940306842;0,431423306465149;0,419558882713318
0,00100758310873061;0,0670843198895454;0,000253130856435746;0,0678941756486893;0,00121288641821593;0,00100758310873061;0,458639115095139;0,447452396154404
0,0010080497013405;0,071001261472702;0,000287325732642785;0,0717099756002426;0,00113503029569983;0,0010080497013405;0,484488815069199;0,47357839345932
0,0010085697285831;0,0752838999032974;0,000325961475027725;0,0758909210562706;0,00106074137147516;0,0010085697285831;0,512805104255676;0,502143621444702
0,00100928940810263;0,0811193063855171;0,000377919903257862;0,0815991833806038;0,000969930901192129;0,00100928940810263;0,551090955734253;0,541065752506256
0,00101004436146468;0,0870222076773644;0,00043187674600631;0,0873859152197838;0,000891284958925098;0,00101004436146468;0,590035974979401;0,580438137054443
0,00101115903817117;0,0953855365514755;0,000508260098285973;0,095596432685852;0,000795220490545034;0,00101115903817117;0,645090281963348;0,636221528053284
0,00101288338191807;0,107380799949169;0,000620392616838217;0,107399567961693;0,000684280879795551;0,00101288338191807;0,723930776119232;0,716229915618897
0,0010146425338462;0,118305027484894;0,00072430947329849;0,118166260421276;0,000602441374212503;0,0010146425338462;0,79561185836792;0,789094507694244
0,0010171509347856;0,131368830800056;0,000851763121318072;0,131057411432266;0,000523314403835684;0,0010171509347856;0,880834579467773;0,876230120658874
0,00101976585574448;0,141512781381607;0,000951239082496613;0,141075819730759;0,000471882434794679;0,00101976585574448;0,946408271789551;0,943890273571014
0,00102320779114962;0,149042874574661;0,00102651224005967;0,148516729474068;0,000438623799709603;0,00102320779114962;0,993666529655457;0,994115948677063
